city,state_id,state,county,lat,lng,population,density
Mansfield Center,CT,Connecticut,Tolland,41.7614,-72.1945,1312,168.2
Delevan,NY,New York,Cattaraugus,42.4912,-78.4796,1312,494.9
West Fairview,PA,Pennsylvania,Cumberland,40.2777,-76.9196,1312,1826.8
Kingston,IL,Illinois,DeKalb,42.1008,-88.7619,1312,464.3
Wurtland,KY,Kentucky,Greenup,38.5495,-82.7788,1311,317.3
Cannon Beach,OR,Oregon,Clatsop,45.8884,-123.9603,1311,382.0
Powers Lake,WI,Wisconsin,Kenosha,42.5386,-88.2943,1311,235.3
Knightsen,CA,California,Contra Costa,37.9633,-121.6511,1310,50.8
Babson Park,FL,Florida,Polk,27.8342,-81.5281,1310,367.6
Milford Square,PA,Pennsylvania,Bucks,40.4325,-75.4056,1310,553.5
Christmas,FL,Florida,Orange,28.5605,-81.0201,1310,13.7
Gretna,VA,Virginia,Pittsylvania,36.9492,-79.3647,1310,331.7
Mars,PA,Pennsylvania,Butler,40.6969,-80.0141,1310,1212.3
Frankfort,OH,Ohio,Ross,39.4063,-83.1836,1309,978.2
Nebo,NC,North Carolina,McDowell,35.7106,-81.918,1309,96.1
South Wilton,CT,Connecticut,Fairfield,41.173,-73.4166,1309,473.0
Vian,OK,Oklahoma,Sequoyah,35.5023,-94.9695,1309,389.4
Pen Mar,PA,Pennsylvania,Franklin,39.7243,-77.5151,1309,619.4
Shoal Creek,AL,Alabama,Shelby,33.4328,-86.6071,1308,94.3
Windsor,PA,Pennsylvania,York,39.9163,-76.584,1308,890.7
Shokan,NY,New York,Ulster,41.9809,-74.213,1308,134.5
Sardinia,OH,Ohio,Brown,39.0071,-83.802,1307,293.4
Claude,TX,Texas,Armstrong,35.1075,-101.3629,1307,305.5
Morenci,AZ,Arizona,Greenlee,33.0539,-109.331,1307,637.4
Athena,OR,Oregon,Umatilla,45.8133,-118.4926,1307,888.9
Herlong,CA,California,Lassen,40.1417,-120.1397,1307,294.4
Richmond,MN,Minnesota,Stearns,45.4547,-94.5135,1306,449.9
Clarkson,KY,Kentucky,Grayson,37.4937,-86.2259,1306,532.9
Ceredo,WV,West Virginia,Wayne,38.3961,-82.5535,1306,358.4
Parcelas de Navarro,PR,Puerto Rico,Gurabo,18.2301,-66.0043,1305,4148.7
Mariposa,CA,California,Mariposa,37.4912,-119.9722,1305,110.8
Yutan,NE,Nebraska,Saunders,41.2431,-96.3959,1304,723.3
Tripoli,IA,Iowa,Bremer,42.8083,-92.2578,1304,370.9
Sleepy Hollow Lake,NY,New York,Greene,42.3034,-73.8086,1304,256.7
Independence,WI,Wisconsin,Trempealeau,44.3328,-91.4172,1303,124.5
Lexington,TX,Texas,Lee,30.4148,-97.0094,1303,392.2
Mustang Ridge,TX,Texas,Travis,30.0574,-97.6851,1302,127.2
Fairplay,GA,Georgia,Douglas,33.6187,-84.8605,1302,139.4
Ness City,KS,Kansas,Ness,38.454,-99.9047,1301,395.0
Lexington,MS,Mississippi,Holmes,33.1163,-90.0498,1301,251.2
Laurens,IA,Iowa,Pocahontas,42.8475,-94.848,1301,610.1
Wolcott,IN,Indiana,White,40.7589,-87.042,1300,810.3
La Harpe,IL,Illinois,Hancock,40.5848,-90.9695,1300,373.2
Elm City,NC,North Carolina,Wilson,35.8044,-77.8561,1300,305.4
Bethesda,OH,Ohio,Belmont,40.0164,-81.0727,1300,760.6
Apollo,PA,Pennsylvania,Armstrong,40.5848,-79.5647,1300,1847.3
Schoolcraft,MI,Michigan,Kalamazoo,42.117,-85.6337,1300,476.6
Montclair State University,NJ,New Jersey,Passaic,40.866,-74.1984,1300,558.0
Kensington,NY,New York,Nassau,40.7932,-73.7222,1299,2051.0
Coldstream,KY,Kentucky,Jefferson,38.3144,-85.5264,1299,2242.7
Steele,AL,Alabama,St. Clair,33.937,-86.2004,1299,65.2
Cortland West,NY,New York,Cortland,42.5942,-76.2258,1299,98.1
Addison,WV,West Virginia,Webster,38.4782,-80.4082,1299,1100.3
Silver Lake,NJ,New Jersey,Cumberland,39.4675,-75.2408,1299,369.8
Bartolo,PR,Puerto Rico,Río Grande,18.362,-65.8414,1298,977.1
Forest View,IL,Illinois,Cook,41.8072,-87.7798,1298,433.6
Willow Creek,CA,California,Humboldt,40.9385,-123.6412,1298,15.8
Milford,IL,Illinois,Iroquois,40.6278,-87.6963,1297,707.7
Clendenin,WV,West Virginia,Kanawha,38.4859,-81.3503,1297,366.3
Murphys Estates,SC,South Carolina,Edgefield,33.6003,-81.9439,1297,294.1
Dilkon,AZ,Arizona,Navajo,35.3606,-110.3155,1297,28.8
Helena Flats,MT,Montana,Flathead,48.2863,-114.2369,1296,55.8
Flippin,AR,Arkansas,Marion,36.2773,-92.5935,1296,255.7
Cedar Ridge,CA,California,Tuolumne,38.066,-120.2737,1296,62.7
Lyons,WI,Wisconsin,Walworth,42.6485,-88.3599,1296,346.3
Dorothy,NJ,New Jersey,Atlantic,39.4054,-74.8333,1295,100.0
Valley Mills,TX,Texas,Bosque,31.6582,-97.4715,1295,709.3
Manton,MI,Michigan,Wexford,44.4114,-85.401,1295,303.7
Birch Run,MI,Michigan,Saginaw,43.2503,-83.7911,1295,269.8
Greenfield,IL,Illinois,Greene,39.3444,-90.208,1295,333.7
Bellefonte,DE,Delaware,New Castle,39.7668,-75.4982,1294,1184.1
Parrish,AL,Alabama,Walker,33.7323,-87.2802,1294,203.3
Manson,WA,Washington,Chelan,47.8816,-120.162,1294,441.5
Wetumka,OK,Oklahoma,Hughes,35.2412,-96.2385,1294,259.0
Deans,NJ,New Jersey,Middlesex,40.4037,-74.513,1294,465.4
Union Springs,NY,New York,Cayuga,42.8457,-76.6909,1294,277.6
Minneota,MN,Minnesota,Lyon,44.5625,-95.9827,1293,347.7
Ash Flat,AR,Arkansas,Sharp,36.2365,-91.6067,1293,73.2
Pocono Ranch Lands,PA,Pennsylvania,Pike,41.1747,-74.9555,1293,145.0
Union City,OK,Oklahoma,Canadian,35.4015,-97.9047,1292,10.3
Lannon,WI,Wisconsin,Waukesha,43.1521,-88.1605,1292,184.9
Emerald Bay,TX,Texas,Smith,32.1602,-95.438,1292,513.2
Cleveland,AL,Alabama,Blount,33.9964,-86.5671,1291,65.9
Onancock,VA,Virginia,Accomack,37.7102,-75.7434,1291,428.0
Hillside Lake,NY,New York,Dutchess,41.6191,-73.7944,1291,953.4
Greenup,KY,Kentucky,Greenup,38.5578,-82.8191,1291,274.7
Encinal,TX,Texas,La Salle,28.041,-99.3546,1291,1335.7
Ortonville,MI,Michigan,Oakland,42.851,-83.4427,1291,534.3
Hoxie,KS,Kansas,Sheridan,39.3558,-100.4397,1290,577.0
Bolivar,WV,West Virginia,Jefferson,39.3241,-77.7517,1290,1133.8
Sibley,LA,Louisiana,Webster,32.5422,-93.2947,1290,151.1
Bellevue,MI,Michigan,Eaton,42.4443,-85.0187,1290,437.5
Dunlap,OH,Ohio,Hamilton,39.2909,-84.6301,1290,77.3
Sunnyside,GA,Georgia,Ware,31.2406,-82.3411,1290,337.2
Edgard,LA,Louisiana,St. John the Baptist,30.0362,-90.546,1290,60.6
Old Miakka,FL,Florida,Sarasota,27.3199,-82.2777,1290,47.1
Olympia,SC,South Carolina,Richland,33.9768,-81.0349,1289,589.2
Kenton,TN,Tennessee,Gibson,36.2021,-89.0155,1289,284.1
Garden Grove,FL,Florida,Hernando,28.4716,-82.4349,1289,408.9
Prineville Lake Acres,OR,Oregon,Crook,44.1676,-120.7889,1289,77.3
Porcupine,SD,South Dakota,Oglala Lakota,43.2687,-102.3353,1289,55.9
Winchester,OH,Ohio,Adams,38.9436,-83.654,1289,171.1
Dover Plains,NY,New York,Dutchess,41.7395,-73.5733,1289,593.3
Flemington,PA,Pennsylvania,Clinton,41.1271,-77.4703,1288,1127.5
Manawa,WI,Wisconsin,Waupaca,44.4613,-88.9204,1288,290.0
Inkerman,PA,Pennsylvania,Luzerne,41.297,-75.8165,1288,891.3
Marissa,IL,Illinois,St. Clair,38.2501,-89.7746,1288,67.6
Pine Knoll Shores,NC,North Carolina,Carteret,34.6974,-76.8205,1288,224.5
Weidman,MI,Michigan,Isabella,43.7014,-84.9745,1288,86.4
Cole Camp,MO,Missouri,Benton,38.4595,-93.2025,1287,395.7
Centre Grove,NJ,New Jersey,Cumberland,39.3628,-75.1351,1286,63.7
Sweet Home,AR,Arkansas,Pulaski,34.6707,-92.2465,1286,91.9
Farmingdale,NJ,New Jersey,Monmouth,40.1985,-74.1702,1285,969.7
Ladd,IL,Illinois,Bureau,41.381,-89.2147,1285,396.8
Preston,MN,Minnesota,Fillmore,43.6726,-92.0828,1285,186.7
Elmer,NJ,New Jersey,Salem,39.5919,-75.174,1285,575.9
Darmstadt,IN,Indiana,Vanderburgh,38.0938,-87.5793,1284,101.6
Cambridge,WI,Wisconsin,Dane,43.0071,-89.0214,1284,330.4
La Crosse,KS,Kansas,Rush,38.5318,-99.3095,1284,502.0
Towaoc,CO,Colorado,Montezuma,37.2126,-108.7265,1284,122.8
Hyde,PA,Pennsylvania,Clearfield,41.0075,-78.4686,1284,313.0
Chico,TX,Texas,Wise,33.296,-97.7986,1283,296.4
Crawford,GA,Georgia,Oglethorpe,33.8831,-83.1551,1283,405.3
St. Peter,WI,Wisconsin,Fond du Lac,43.8377,-88.3466,1283,144.9
Clifton,IL,Illinois,Iroquois,40.9348,-87.9343,1283,489.2
Medford,MN,Minnesota,Steele,44.1685,-93.2472,1283,394.5
Mazon,IL,Illinois,Grundy,41.2417,-88.4231,1282,784.0
Velda City,MO,Missouri,St. Louis,38.6941,-90.2934,1282,1641.9
Bowling Green,MD,Maryland,Allegany,39.6272,-78.805,1282,516.4
Ellicott,CO,Colorado,El Paso,38.8256,-104.3829,1282,35.8
MacDonnell Heights,NY,New York,Dutchess,41.7165,-73.8605,1282,788.9
Tennessee Ridge,TN,Tennessee,Houston,36.3194,-87.7631,1281,133.4
Pickens,MS,Mississippi,Holmes,32.8913,-89.9696,1281,359.0
Reading,MI,Michigan,Hillsdale,41.8396,-84.7478,1281,366.6
Kenbridge,VA,Virginia,Lunenburg,36.9609,-78.1284,1281,179.0
West Siloam Springs,OK,Oklahoma,Delaware,36.1759,-94.5978,1280,129.6
South Barre,VT,Vermont,Washington,44.1646,-72.5038,1280,221.2
Las Campanas,NM,New Mexico,Santa Fe,35.7159,-106.0582,1280,41.7
Vernon Valley,NJ,New Jersey,Sussex,41.2396,-74.4833,1279,169.7
Loyal,WI,Wisconsin,Clark,44.7366,-90.4956,1279,361.6
Camp Point,IL,Illinois,Adams,40.0383,-91.0664,1279,349.2
Woodacre,CA,California,Marin,38.0052,-122.6384,1279,314.6
Oglethorpe,GA,Georgia,Macon,32.2934,-84.0625,1279,245.2
La Honda,CA,California,San Mateo,37.3182,-122.2651,1279,111.5
Brooksville,MS,Mississippi,Noxubee,33.2367,-88.5781,1279,272.9
Stockbridge,MI,Michigan,Ingham,42.4483,-84.1757,1278,363.7
Lily Lake,IL,Illinois,Kane,41.9516,-88.4743,1278,189.4
Navesink,NJ,New Jersey,Monmouth,40.402,-74.0387,1278,581.4
Snyder,OK,Oklahoma,Kiowa,34.655,-98.9535,1278,443.0
Byrdstown,TN,Tennessee,Pickett,36.5737,-85.1342,1278,292.0
North Granby,CT,Connecticut,Hartford,42.0152,-72.844,1278,66.0
Jennerstown,PA,Pennsylvania,Somerset,40.1635,-79.061,1277,235.4
Sun Valley,ID,Idaho,Blaine,43.6838,-114.3339,1277,63.8
Stillman Valley,IL,Illinois,Ogle,42.1055,-89.1791,1277,912.8
St. Leo,FL,Florida,Pasco,28.3363,-82.2588,1277,439.0
Burgettstown,PA,Pennsylvania,Washington,40.3814,-80.3926,1277,814.3
Sanborn,NY,New York,Niagara,43.1451,-78.8777,1277,169.7
Ardmore,AL,Alabama,Limestone,34.9847,-86.8373,1276,254.6
Alma,NE,Nebraska,Harlan,40.1036,-99.3657,1276,473.4
Cross Plains,TX,Texas,Callahan,32.1271,-99.1658,1276,372.9
Sheldon,IL,Illinois,Iroquois,40.771,-87.5657,1276,614.4
Harmony,PA,Pennsylvania,Butler,40.8015,-80.125,1276,1082.8
Parks,AZ,Arizona,Coconino,35.2939,-111.977,1276,3.2
East Camden,AR,Arkansas,Ouachita,33.6084,-92.7443,1276,647.6
Brandywine Bay,NC,North Carolina,Carteret,34.7384,-76.8303,1276,633.5
Irwin,SC,South Carolina,Lancaster,34.6942,-80.8197,1276,169.2
Marsing,ID,Idaho,Owyhee,43.5466,-116.8094,1275,782.3
Brooklyn,WI,Wisconsin,Green,42.8524,-89.3723,1275,419.3
Celoron,NY,New York,Chautauqua,42.1052,-79.2777,1275,593.4
Homeland,GA,Georgia,Charlton,30.8603,-82.0214,1275,173.7
Brickerville,PA,Pennsylvania,Lancaster,40.2226,-76.2863,1275,226.7
Mulberry,IN,Indiana,Clinton,40.3458,-86.6672,1275,953.8
McConnellstown,PA,Pennsylvania,Huntingdon,40.4643,-78.067,1275,174.3
Oak Grove Heights,AR,Arkansas,Greene,36.1271,-90.5085,1274,159.5
Tubac,AZ,Arizona,Santa Cruz,31.6111,-111.0586,1274,43.5
Eclectic,AL,Alabama,Elmore,32.6387,-86.0387,1274,111.2
Van Buren,MO,Missouri,Carter,37.0082,-91.0113,1274,239.7
Pine Bluffs,WY,Wyoming,Laramie,41.1802,-104.0748,1273,136.9
Mexico Beach,FL,Florida,Bay,29.948,-85.4156,1273,232.4
Queen City,TX,Texas,Cass,33.1507,-94.1524,1273,159.2
Calverton Park,MO,Missouri,St. Louis,38.7656,-90.3103,1273,1342.2
Duluth,WA,Washington,Clark,45.7838,-122.647,1273,80.7
Hotchkiss,CO,Colorado,Delta,38.799,-107.7133,1273,512.7
Casa Blanca,AZ,Arizona,Pinal,33.1154,-111.9081,1273,24.7
Leesburg,OH,Ohio,Highland,39.3418,-83.552,1273,478.9
Crownsville,MD,Maryland,Anne Arundel,39.0224,-76.5904,1273,111.7
Shattuck,OK,Oklahoma,Ellis,36.2649,-99.8774,1272,247.4
Glenwood City,WI,Wisconsin,St. Croix,45.0521,-92.1658,1272,123.6
Oran,MO,Missouri,Scott,37.0855,-89.6534,1272,471.3
Alto,GA,Georgia,Banks,34.4649,-83.5727,1272,428.8
Sweetser,IN,Indiana,Grant,40.5687,-85.767,1272,443.1
La Plata,MO,Missouri,Macon,40.0242,-92.4914,1271,289.7
Duncannon,PA,Pennsylvania,Perry,40.3952,-77.0277,1271,1237.7
Fort Dick,CA,California,Del Norte,41.8663,-124.1526,1271,168.6
Toast,NC,North Carolina,Surry,36.4966,-80.6347,1271,354.7
Linden,TN,Tennessee,Perry,35.6123,-87.8429,1271,446.2
Bayard,NE,Nebraska,Morrill,41.7572,-103.323,1271,732.5
Weston Mills,NY,New York,Cattaraugus,42.0738,-78.3714,1270,71.0
Pinetops,NC,North Carolina,Edgecombe,35.7912,-77.6378,1270,543.3
Baltic,CT,Connecticut,New London,41.6139,-72.0865,1270,400.3
Elkader,IA,Iowa,Clayton,42.8574,-91.4028,1270,384.6
Stratford,OK,Oklahoma,Garvin,34.7952,-96.9603,1270,560.7
Robinhood,MS,Mississippi,Rankin,32.2045,-89.9671,1269,98.4
Grover,WY,Wyoming,Lincoln,42.802,-110.9405,1269,71.6
Owensville,IN,Indiana,Gibson,38.2718,-87.6919,1269,943.9
Trabuco Canyon,CA,California,Orange,33.6782,-117.5939,1269,67.9
Wolfe City,TX,Texas,Hunt,33.3686,-96.072,1269,391.2
Bainbridge,PA,Pennsylvania,Lancaster,40.0915,-76.6581,1269,236.9
Gardendale,TX,Texas,Ector,32.0105,-102.3587,1268,46.8
Dunnstown,PA,Pennsylvania,Clinton,41.1484,-77.4201,1268,606.4
Galesville,MD,Maryland,Anne Arundel,38.8379,-76.5514,1267,369.9
New Windsor,MD,Maryland,Carroll,39.5443,-77.1012,1267,725.3
Cambridge,NE,Nebraska,Furnas,40.2843,-100.1653,1267,371.1
Red Lake Falls,MN,Minnesota,Red Lake,47.8837,-96.2727,1267,242.5
Elm Creek,NE,Nebraska,Buffalo,40.7201,-99.3755,1267,630.7
Kings Mills,OH,Ohio,Warren,39.3586,-84.2504,1267,394.4
Perry,KS,Kansas,Jefferson,39.0732,-95.3866,1266,658.3
Geraldine,AL,Alabama,DeKalb,34.3579,-86.0037,1266,101.3
Fort Thompson,SD,South Dakota,Buffalo,44.0527,-99.4079,1266,47.4
Skidmore,TX,Texas,Bee,28.2626,-97.6854,1265,54.3
Springville,IA,Iowa,Linn,42.047,-91.4542,1265,320.7
West Easton,PA,Pennsylvania,Northampton,40.6781,-75.2357,1265,2984.3
Pleasant Hills,OH,Ohio,Hamilton,39.2365,-84.5228,1265,634.2
Benwood,WV,West Virginia,Marshall,40.0139,-80.7328,1265,410.9
Foresthill,CA,California,Placer,39.0053,-120.8314,1265,53.3
Whitehorn Cove,OK,Oklahoma,Wagoner,35.9936,-95.2868,1265,72.9
Hallstead,PA,Pennsylvania,Susquehanna,41.9616,-75.7471,1265,1121.5
Plandome,NY,New York,Nassau,40.8069,-73.6996,1264,1055.4
Mansfield,MO,Missouri,Wright,37.1102,-92.5804,1264,258.1
Ames Lake,WA,Washington,King,47.6346,-121.9664,1264,317.3
Remerton,GA,Georgia,Lowndes,30.8441,-83.3085,1264,956.7
Royal Hawaiian Estates,HI,Hawaii,Hawaii,19.4413,-155.1841,1264,172.2
Skyline-Ganipa,NM,New Mexico,Cibola,35.0361,-107.6162,1263,58.0
Baltic,SD,South Dakota,Minnehaha,43.7603,-96.7371,1263,611.4
Mucarabones,PR,Puerto Rico,Toa Alta,18.3906,-66.2178,1263,1675.0
Avoca,IA,Iowa,Pottawattamie,41.4828,-95.3373,1263,221.7
Alamo,GA,Georgia,Wheeler,32.1469,-82.7798,1263,659.2
Black Creek,WI,Wisconsin,Outagamie,44.4742,-88.4506,1263,534.7
Coon Rapids,IA,Iowa,Carroll,41.8747,-94.6785,1263,269.4
North Key Largo,FL,Florida,Monroe,25.2574,-80.3242,1263,18.4
Highpoint,OH,Ohio,Hamilton,39.2892,-84.3472,1263,1263.9
Roseland,LA,Louisiana,Tangipahoa,30.7646,-90.5114,1262,220.6
El Paraiso,PR,Puerto Rico,Ponce,18.0648,-66.6021,1262,758.5
Cobb Island,MD,Maryland,Charles,38.2647,-76.8496,1262,690.4
Guthrie,KY,Kentucky,Todd,36.6503,-87.1735,1260,248.5
Munday,TX,Texas,Knox,33.4471,-99.624,1260,339.0
Shullsburg,WI,Wisconsin,Lafayette,42.5733,-90.2348,1260,362.4
Fairhope,PA,Pennsylvania,Fayette,40.115,-79.8388,1260,529.4
Rio Grande,OH,Ohio,Gallia,38.8797,-82.3791,1259,298.5
Beech Island,SC,South Carolina,Aiken,33.4288,-81.8905,1259,91.4
Delta Junction,AK,Alaska,Southeast Fairbanks,64.0603,-145.7058,1259,32.9
Surf City,NJ,New Jersey,Ocean,39.6646,-74.1711,1259,653.9
Nellieburg,MS,Mississippi,Lauderdale,32.3974,-88.783,1259,70.6
Great Neck Gardens,NY,New York,Nassau,40.797,-73.7225,1258,2051.0
Hagan,GA,Georgia,Evans,32.1536,-81.9304,1258,262.7
Sycamore,GA,Georgia,Turner,31.6711,-83.6352,1258,469.4
Moenkopi,AZ,Arizona,Coconino,36.1125,-111.2212,1258,309.5
Culver,IN,Indiana,Marshall,41.2166,-86.4243,1258,410.1
Omega,GA,Georgia,Tift,31.3389,-83.595,1257,266.6
Boston Heights,OH,Ohio,Summit,41.2539,-81.509,1257,65.9
Belmont Estates,VA,Virginia,Rockingham,38.4464,-78.9228,1257,699.8
Avimor,ID,Idaho,Ada,43.7758,-116.2571,1256,343.2
New Berlin,IL,Illinois,Sangamon,39.7261,-89.9143,1256,452.6
Cascade-Chipita Park,CO,Colorado,El Paso,38.9433,-105.0023,1256,27.2
Barker Heights,NC,North Carolina,Henderson,35.3104,-82.4412,1256,501.0
Shenandoah Junction,WV,West Virginia,Jefferson,39.353,-77.8375,1256,430.5
Richfield Springs,NY,New York,Otsego,42.8536,-74.9862,1256,435.8
Galena,IN,Indiana,Floyd,38.3513,-85.9372,1256,181.1
Aetna Estates,CO,Colorado,Arapahoe,39.7381,-104.6732,1255,1027.6
Salina,OK,Oklahoma,Mayes,36.2909,-95.1528,1255,534.0
Eatons Neck,NY,New York,Suffolk,40.9324,-73.3955,1255,496.9
Atkinson,IL,Illinois,Henry,41.4168,-90.0087,1255,268.4
Ten Mile Creek,MD,Maryland,Montgomery,39.2267,-77.3101,1255,71.6
Port Gibson,MS,Mississippi,Claiborne,31.9558,-90.9834,1254,355.5
Byng,OK,Oklahoma,Pontotoc,34.8657,-96.6678,1254,71.4
Perry,LA,Louisiana,Vermilion,29.9521,-92.154,1254,292.3
Marcellus,MI,Michigan,Cass,42.0261,-85.8131,1254,645.5
Susan Moore,AL,Alabama,Blount,34.0804,-86.4228,1254,67.6
Wheaton,MN,Minnesota,Traverse,45.8059,-96.498,1254,311.4
Mount Hermon,CA,California,Santa Cruz,37.051,-122.0533,1254,828.4
Iva,SC,South Carolina,Anderson,34.3071,-82.6636,1253,443.8
St. Martins,MO,Missouri,Cole,38.5942,-92.3312,1253,232.8
Green Village,NJ,New Jersey,Morris,40.7386,-74.446,1253,156.4
New Vienna,OH,Ohio,Clinton,39.3255,-83.6941,1253,574.7
Winnebago,MN,Minnesota,Faribault,43.7645,-94.1702,1253,207.4
Bonnie Brae,IL,Illinois,Will,41.5999,-88.0343,1253,2163.6
Bylas,AZ,Arizona,Graham,33.1291,-110.1162,1253,119.1
Cacao,PR,Puerto Rico,Quebradillas,18.4525,-66.9559,1253,722.4
Hawi,HI,Hawaii,Hawaii,20.2263,-155.8389,1252,63.2
Barbourmeade,KY,Kentucky,Jefferson,38.2986,-85.6009,1252,1227.2
Ridgeway,VA,Virginia,Henry,36.5781,-79.8583,1252,470.6
Lemmon,SD,South Dakota,Perkins,45.9383,-102.1598,1252,453.1
Joseph,OR,Oregon,Wallowa,45.3525,-117.2304,1252,465.1
Brookside,AL,Alabama,Jefferson,33.6372,-86.9002,1252,68.5
Markesan,WI,Wisconsin,Green Lake,43.7098,-88.9907,1251,218.1
Tower City,PA,Pennsylvania,Schuylkill,40.5884,-76.553,1251,982.5
Herscher,IL,Illinois,Kankakee,41.0493,-88.1006,1251,317.0
Black Hammock,FL,Florida,Seminole,28.7107,-81.1801,1250,37.5
Gnadenhutten,OH,Ohio,Tuscarawas,40.3598,-81.4289,1250,490.1
Milmay,NJ,New Jersey,Atlantic,39.4433,-74.8668,1250,60.3
Mora,PR,Puerto Rico,Isabela,18.4626,-67.0323,1250,1642.0
Harper,KS,Kansas,Harper,37.2851,-98.0276,1250,308.1
Andalusia,IL,Illinois,Rock Island,41.4372,-90.7165,1250,367.5
Bull Valley,IL,Illinois,McHenry,42.3227,-88.3633,1250,59.3
Harkers Island,NC,North Carolina,Carteret,34.7002,-76.5612,1250,226.4
Peabody,KS,Kansas,Marion,38.1683,-97.1043,1249,359.8
Warrensburg,IL,Illinois,Macon,39.932,-89.0628,1249,668.3
Somerville,TX,Texas,Burleson,30.346,-96.5311,1249,159.1
Moreland,ID,Idaho,Bingham,43.2195,-112.4378,1249,197.4
Gillett,WI,Wisconsin,Oconto,44.8897,-88.3063,1248,359.9
Valmeyer,IL,Illinois,Monroe,38.3064,-90.2979,1248,135.2
Whitaker,PA,Pennsylvania,Allegheny,40.4007,-79.8863,1247,1374.9
Hays,NC,North Carolina,Wilkes,36.2469,-81.1142,1247,85.3
Gretna,FL,Florida,Gadsden,30.5929,-84.6876,1247,52.5
Kotlik,AK,Alaska,Kusilvak,63.0305,-163.553,1247,161.5
Simmesport,LA,Louisiana,Avoyelles,30.9806,-91.8143,1247,246.5
Newell,WV,West Virginia,Hancock,40.6175,-80.5997,1247,601.5
Dutch Island,GA,Georgia,Chatham,32.0047,-81.0317,1247,210.0
Lyons,OR,Oregon,Linn,44.7777,-122.6098,1247,524.8
Powderly,TX,Texas,Lamar,33.809,-95.505,1247,51.2
Claysburg,PA,Pennsylvania,Blair,40.2915,-78.4514,1246,345.4
Shawneetown,IL,Illinois,Gallatin,37.7157,-88.1866,1246,668.9
Russiaville,IN,Indiana,Howard,40.4187,-86.2728,1246,556.4
Wooster,AR,Arkansas,Faulkner,35.1998,-92.4503,1246,157.3
Gridley,IL,Illinois,McLean,40.7437,-88.8809,1245,433.5
Kincaid,IL,Illinois,Christian,39.5868,-89.4166,1245,675.2
Midway,AR,Arkansas,Baxter,36.3911,-92.4732,1245,67.3
St. John,KS,Kansas,Stafford,38.0,-98.7611,1245,273.4
Archie,MO,Missouri,Cass,38.4809,-94.351,1244,317.9
Mexico,IN,Indiana,Miami,40.8143,-86.1113,1244,91.4
Redington Beach,FL,Florida,Pinellas,27.8128,-82.8096,1243,1675.6
East Spencer,NC,North Carolina,Rowan,35.6816,-80.4228,1243,253.3
Kamiah,ID,Idaho,Lewis,46.2269,-116.0283,1243,469.1
Westfield,WI,Wisconsin,Marquette,43.8851,-89.4926,1243,307.1
Canaan,CT,Connecticut,Litchfield,42.0347,-73.3322,1243,272.1
Woodsboro,MD,Maryland,Frederick,39.5328,-77.3097,1242,644.5
New Milford,IL,Illinois,Winnebago,42.175,-89.0569,1242,202.8
Sophia,WV,West Virginia,Raleigh,37.7117,-81.2525,1242,643.7
Centreville,MI,Michigan,St. Joseph,41.9213,-85.5259,1242,302.1
Walnut,IL,Illinois,Bureau,41.5571,-89.5912,1242,646.2
Cordova,NC,North Carolina,Richmond,34.9103,-79.8119,1242,239.7
Three Oaks,MI,Michigan,Berrien,41.7985,-86.6139,1241,476.0
New Sarpy,LA,Louisiana,St. Charles,29.9809,-90.3832,1241,430.2
Boyceville,WI,Wisconsin,Dunn,45.0427,-92.0384,1241,120.0
Starbuck,MN,Minnesota,Pope,45.6116,-95.5322,1240,352.5
Heidelberg,PA,Pennsylvania,Allegheny,40.3914,-80.0923,1239,429.5
Machias,WA,Washington,Snohomish,47.9918,-122.0517,1239,174.2
Caraway,AR,Arkansas,Craighead,35.7597,-90.3222,1239,204.2
Moroni,UT,Utah,Sanpete,39.527,-111.583,1239,509.6
Buchanan,GA,Georgia,Haralson,33.803,-85.1804,1239,365.2
Simpson,PA,Pennsylvania,Lackawanna,41.5945,-75.4813,1239,485.3
Avilla,AR,Arkansas,Saline,34.7003,-92.5794,1239,66.0
Augusta,KY,Kentucky,Bracken,38.7723,-84.0003,1238,431.1
Newville,PA,Pennsylvania,Cumberland,40.1702,-77.4016,1238,1133.2
Cornwells Heights,PA,Pennsylvania,Bucks,40.0771,-74.9517,1238,990.0
Plains,KS,Kansas,Meade,37.2642,-100.5898,1238,502.9
King Cove,AK,Alaska,Aleutians East,55.0858,-162.2978,1238,18.0
Ruston,WA,Washington,Pierce,47.2982,-122.5103,1238,1825.6
Castlewood,VA,Virginia,Russell,36.8782,-82.2879,1238,70.5
Gerald,MO,Missouri,Franklin,38.3992,-91.3305,1237,288.5
Mallory,WV,West Virginia,Logan,37.7302,-81.8243,1237,109.3
Augusta,WI,Wisconsin,Eau Claire,44.6784,-91.1204,1237,230.2
West Mayfield,PA,Pennsylvania,Beaver,40.7802,-80.3387,1236,585.2
Haverford College,PA,Pennsylvania,Delaware,40.0081,-75.3065,1236,3044.8
Ivey,GA,Georgia,Wilkinson,32.9092,-83.2983,1236,177.3
Rainelle,WV,West Virginia,Greenbrier,37.9678,-80.7718,1236,499.2
Dryden,MI,Michigan,Lapeer,42.9456,-83.124,1236,466.5
Verona,KY,Kentucky,Boone,38.8122,-84.6649,1236,38.5
Wartburg,TN,Tennessee,Morgan,36.1038,-84.5859,1235,456.0
Ardmore,TN,Tennessee,Giles,35.0031,-86.8548,1235,103.6
