city,state_id,state,county,lat,lng,population,density
South Browning,MT,Montana,Glacier,48.5459,-113.0127,1392,287.4
Shoemakersville,PA,Pennsylvania,Berks,40.5004,-75.97,1392,968.2
Rehoboth Beach,DE,Delaware,Sussex,38.7172,-75.0845,1392,521.6
Cadott,WI,Wisconsin,Chippewa,44.9502,-91.1532,1391,154.1
Ballplay,AL,Alabama,Etowah,34.0179,-85.7852,1391,25.0
Aurora,TX,Texas,Wise,33.056,-97.5096,1390,155.3
Westhaven-Moonstone,CA,California,Humboldt,41.0447,-124.1023,1390,62.1
Kearney Park,MS,Mississippi,Madison,32.5897,-90.3158,1390,167.7
Bigfoot,TX,Texas,Frio,29.0619,-98.8521,1390,11.1
Plainview,NE,Nebraska,Pierce,42.3534,-97.7871,1389,513.7
Central High,OK,Oklahoma,Stephens,34.617,-98.0892,1389,11.0
Smithville,OH,Ohio,Wayne,40.8625,-81.8604,1389,415.5
Lakeport,TX,Texas,Gregg,32.405,-94.7102,1389,303.0
Elizabeth,PA,Pennsylvania,Allegheny,40.2715,-79.8872,1388,1610.7
Morrisonville,NY,New York,Clinton,44.6941,-73.5552,1388,178.1
Gorman,TX,Texas,Eastland,32.2136,-98.6721,1388,351.3
Pleasant Grove,OH,Ohio,Muskingum,39.9513,-81.9592,1388,177.9
Sandia Knolls,NM,New Mexico,Bernalillo,35.1604,-106.2987,1387,208.9
Brookside,NJ,New Jersey,Morris,40.7944,-74.5661,1387,224.8
Alamance,NC,North Carolina,Alamance,36.0285,-79.489,1387,621.5
Iraan,TX,Texas,Pecos,30.9129,-101.9001,1387,783.7
Pomeroy,WA,Washington,Garfield,46.4738,-117.5964,1387,277.3
Garrochales,PR,Puerto Rico,Barceloneta,18.4572,-66.5675,1387,703.9
Roland,IA,Iowa,Story,42.1661,-93.5028,1386,463.2
Gardner,IL,Illinois,Grundy,41.1931,-88.3146,1386,189.5
Hurley,MS,Mississippi,Jackson,30.6638,-88.4994,1386,96.2
Arden on the Severn,MD,Maryland,Anne Arundel,39.0677,-76.5964,1386,393.8
Larimore,ND,North Dakota,Grand Forks,47.9091,-97.6269,1385,833.4
Lomas,PR,Puerto Rico,Canóvanas,18.2688,-65.9096,1385,1038.6
Sistersville,WV,West Virginia,Tyler,39.5597,-80.9988,1385,980.4
Holland,TX,Texas,Bell,30.8835,-97.4025,1385,369.5
Moody,TX,Texas,McLennan,31.3086,-97.3596,1385,612.7
Reese,MI,Michigan,Tuscola,43.4528,-83.6893,1384,389.7
Walnut Creek,OH,Ohio,Holmes,40.5427,-81.7213,1384,249.5
Rich Hill,MO,Missouri,Bates,38.0958,-94.3633,1384,396.3
Alamosa East,CO,Colorado,Alamosa,37.4766,-105.8397,1384,117.3
Fosston,MN,Minnesota,Polk,47.5856,-95.7577,1384,279.8
Daguao,PR,Puerto Rico,Naguabo,18.2217,-65.6798,1383,1145.2
South Wenatchee,WA,Washington,Chelan,47.3885,-120.2829,1383,448.9
New Paris,OH,Ohio,Preble,39.8565,-84.792,1383,744.6
Fairview,UT,Utah,Sanpete,39.6299,-111.4368,1382,440.5
Liberty,UT,Utah,Weber,41.3426,-111.8649,1382,64.1
Roslyn Estates,NY,New York,Nassau,40.7937,-73.6612,1382,1224.5
Fairmead,CA,California,Madera,37.0775,-120.1937,1382,56.6
Red Lake,AZ,Arizona,Coconino,35.3579,-112.1705,1382,16.6
South River,NM,New Mexico,San Juan,36.7892,-108.06,1382,101.7
Jones Valley,CA,California,Shasta,40.6999,-122.2405,1382,76.2
University Heights,IA,Iowa,Johnson,41.6551,-91.5589,1381,2362.3
Gleason,TN,Tennessee,Weakley,36.2174,-88.6107,1381,263.2
Loganville,PA,Pennsylvania,York,39.8558,-76.7079,1381,506.1
Remington,IN,Indiana,Jasper,40.7667,-87.1391,1380,142.0
Talpa,NM,New Mexico,Taos,36.3421,-105.5923,1380,366.7
Winthrop,MN,Minnesota,Sibley,44.5424,-94.3598,1380,398.7
Alton,IA,Iowa,Sioux,42.9876,-96.0094,1380,311.4
Clintwood,VA,Virginia,Dickenson,37.1507,-82.4573,1379,290.2
Colwich,KS,Kansas,Sedgwick,37.7818,-97.5363,1378,391.5
Galveston,IN,Indiana,Cass,40.5766,-86.1924,1378,905.7
Webb,AL,Alabama,Houston,31.2572,-85.2896,1378,49.3
Dover Beaches South,NJ,New Jersey,Ocean,39.9539,-74.0806,1378,763.8
Pleasant Hill,OH,Ohio,Miami,40.0506,-84.3462,1377,917.6
Elton,LA,Louisiana,Jefferson Davis,30.4813,-92.6976,1377,307.3
Upper Lake,CA,California,Lake,39.1655,-122.9052,1377,281.5
Robie Creek,ID,Idaho,Boise,43.6681,-116.0209,1377,17.7
Manly,IA,Iowa,Worth,43.2883,-93.2008,1377,404.0
McDade,TX,Texas,Bastrop,30.2817,-97.2453,1376,121.3
Franklinville,NC,North Carolina,Randolph,35.7421,-79.6893,1375,345.6
East Palatka,FL,Florida,Putnam,29.6502,-81.5997,1375,197.3
Choudrant,LA,Louisiana,Lincoln,32.5503,-92.5121,1375,133.0
Castle Dale,UT,Utah,Emery,39.2218,-111.023,1375,236.4
Arma,KS,Kansas,Crawford,37.5429,-94.7023,1375,463.7
Fivepointville,PA,Pennsylvania,Lancaster,40.1828,-76.0554,1375,386.7
Westlake,TX,Texas,Tarrant,32.9809,-97.2041,1374,84.8
New Rockford,ND,North Dakota,Eddy,47.6798,-99.1377,1374,320.9
Pleasant Hill,MS,Mississippi,DeSoto,34.9188,-89.8917,1374,136.2
Weweantic,MA,Massachusetts,Plymouth,41.7396,-70.7346,1374,391.7
Georgiana,AL,Alabama,Butler,31.6391,-86.7468,1374,98.9
Dewart,PA,Pennsylvania,Northumberland,41.1099,-76.8707,1374,246.0
Legend Lake,WI,Wisconsin,Menominee,44.8909,-88.544,1373,32.0
West Hills,PA,Pennsylvania,Armstrong,40.8291,-79.5452,1373,157.6
Sweet Springs,MO,Missouri,Saline,38.9649,-93.4152,1373,332.5
De Graff,OH,Ohio,Logan,40.3127,-83.9167,1373,536.8
Lake Ketchum,WA,Washington,Snohomish,48.2823,-122.3423,1373,158.7
Lake LeAnn,MI,Michigan,Hillsdale,42.0599,-84.4309,1373,362.0
Hanna City,IL,Illinois,Peoria,40.6936,-89.8059,1372,406.0
Beechwood Village,KY,Kentucky,Jefferson,38.2555,-85.6295,1372,1861.0
Elverson,PA,Pennsylvania,Chester,40.1559,-75.8304,1372,529.9
Graysville,TN,Tennessee,Rhea,35.4494,-85.0762,1372,539.0
Tenaha,TX,Texas,Shelby,31.944,-94.2457,1372,164.5
Oak Bluffs,MA,Massachusetts,Dukes,41.4551,-70.5657,1372,372.1
New Beaver,PA,Pennsylvania,Lawrence,40.8773,-80.3702,1371,38.0
Stratford,TX,Texas,Sherman,36.3376,-102.076,1371,318.8
Shepherd,MI,Michigan,Isabella,43.5235,-84.6927,1371,556.7
Forest Meadows,CA,California,Calaveras,38.1717,-120.399,1371,135.8
Glyndon,MN,Minnesota,Clay,46.8709,-96.5784,1371,332.5
Boswell,PA,Pennsylvania,Somerset,40.1615,-79.0274,1370,739.0
Lake Hamilton,FL,Florida,Polk,28.0478,-81.627,1370,188.7
Cerro Gordo,IL,Illinois,Piatt,39.8892,-88.7346,1370,675.5
Renville,MN,Minnesota,Renville,44.7908,-95.2048,1370,371.4
Lauderdale Lakes,WI,Wisconsin,Walworth,42.7709,-88.5778,1370,129.1
Stella,PR,Puerto Rico,Rincón,18.324,-67.2464,1369,1320.7
Enosburg Falls,VT,Vermont,Franklin,44.9083,-72.8026,1369,147.8
Hayfield,MN,Minnesota,Dodge,43.8902,-92.8471,1368,398.2
Garretson,SD,South Dakota,Minnehaha,43.7147,-96.5028,1367,395.9
White Sands,NM,New Mexico,Doña Ana,32.3804,-106.4791,1366,125.0
Fairview Park,IN,Indiana,Vermillion,39.6821,-87.4143,1366,548.5
Clarksville,IA,Iowa,Butler,42.7798,-92.668,1366,396.9
Church Rock,NM,New Mexico,McKinley,35.5692,-108.573,1366,28.5
Fort Ashby,WV,West Virginia,Mineral,39.4973,-78.7646,1366,135.6
St. Vincent College,PA,Pennsylvania,Westmoreland,40.2914,-79.4054,1366,1016.0
Harristown,IL,Illinois,Macon,39.8429,-89.0608,1365,278.1
Crooks,SD,South Dakota,Minnehaha,43.6592,-96.8094,1365,675.2
Yarrow Point,WA,Washington,King,47.6492,-122.2191,1365,1191.5
Black Rock,NM,New Mexico,McKinley,35.0835,-108.7975,1365,287.0
Cassville,WV,West Virginia,Monongalia,39.675,-80.0678,1365,113.4
Fort Sumner,NM,New Mexico,De Baca,34.479,-104.2332,1364,151.5
Cross Roads,TX,Texas,Denton,33.2291,-96.9985,1364,64.6
Sanborn,IA,Iowa,O'Brien,43.1814,-95.6554,1364,279.4
Beaver,WV,West Virginia,Raleigh,37.7356,-81.15,1364,121.0
Avondale,PA,Pennsylvania,Chester,39.8248,-75.7819,1364,1076.4
Millbrook,NY,New York,Dutchess,41.7842,-73.6937,1364,278.6
Medicine Lodge,KS,Kansas,Barber,37.2851,-98.5812,1364,498.1
Point MacKenzie,AK,Alaska,Matanuska-Susitna,61.3498,-150.0664,1364,3.1
Jonesville,LA,Louisiana,Catahoula,31.6238,-91.83,1364,277.0
Babbitt,MN,Minnesota,St. Louis,47.6443,-91.9461,1364,5.3
Palestine,IL,Illinois,Crawford,39.0016,-87.6125,1363,587.0
Callaway,MD,Maryland,St. Mary's,38.2324,-76.5231,1363,107.0
Montrose,PA,Pennsylvania,Susquehanna,41.8335,-75.8761,1363,458.7
Pacific City,OR,Oregon,Tillamook,45.2054,-123.9536,1362,128.1
Encantada-Ranchito-El Calaboz,TX,Texas,Cameron,26.0338,-97.6337,1362,268.9
Highland Park,PA,Pennsylvania,Mifflin,40.6216,-77.5707,1361,815.7
Cannelton,IN,Indiana,Perry,37.9106,-86.7377,1361,352.6
West Blocton,AL,Alabama,Bibb,33.1186,-87.1253,1361,96.4
Sundance,WY,Wyoming,Crook,44.4048,-104.3626,1361,182.0
Aberdeen,OH,Ohio,Brown,38.6713,-83.7704,1360,424.3
Lincoln,MO,Missouri,Benton,38.394,-93.3313,1360,492.1
Millers Creek,NC,North Carolina,Wilkes,36.1909,-81.2356,1360,126.0
Tornillo,TX,Texas,El Paso,31.4366,-106.1033,1360,120.6
Pemberville,OH,Ohio,Wood,41.4096,-83.4587,1360,462.1
Bedford,IA,Iowa,Taylor,40.6711,-94.724,1360,359.1
Girardville,PA,Pennsylvania,Schuylkill,40.7922,-76.283,1360,1026.3
Queen Anne,MD,Maryland,Prince George's,38.9021,-76.6973,1360,52.4
Oakland,OR,Oregon,Douglas,43.4233,-123.2969,1360,566.1
Dalton,PA,Pennsylvania,Lackawanna,41.5382,-75.739,1359,166.4
Brightwood,VA,Virginia,Madison,38.4132,-78.188,1359,99.5
Sanford,CO,Colorado,Conejos,37.2574,-105.9007,1359,333.1
Irwindale,CA,California,Los Angeles,34.1121,-117.9636,1359,59.7
Colfax,WI,Wisconsin,Dunn,44.997,-91.7264,1359,328.6
Stryker,OH,Ohio,Williams,41.5026,-84.4182,1359,609.0
Wingdale,NY,New York,Dutchess,41.6376,-73.5687,1358,196.9
Spring Valley,WI,Wisconsin,Pierce,44.8498,-92.2442,1358,138.5
Franklin,TX,Texas,Robertson,31.025,-96.4876,1358,523.1
Wagener,SC,South Carolina,Aiken,33.6512,-81.3625,1357,365.1
Cavalier,ND,North Dakota,Pembina,48.7939,-97.6226,1357,595.2
Kemp,TX,Texas,Kaufman,32.4351,-96.224,1357,193.5
Big Bend,WI,Wisconsin,Waukesha,42.9021,-88.2121,1357,151.1
Fruitdale,CA,California,Santa Clara,37.3116,-121.9357,1357,1927.3
Pendergrass,GA,Georgia,Jackson,34.1646,-83.6827,1356,95.9
Palomas,PR,Puerto Rico,Yauco,18.0135,-66.8688,1356,1128.3
Basin,WY,Wyoming,Big Horn,44.3804,-108.0466,1356,232.2
Grace,ID,Idaho,Caribou,42.5756,-111.73,1356,490.3
Grass Lake,MI,Michigan,Jackson,42.2511,-84.2073,1356,547.0
Rouse,CA,California,Stanislaus,37.6196,-121.0084,1355,4636.1
Seabrook Farms,NJ,New Jersey,Cumberland,39.5015,-75.219,1355,285.4
Capitan,NM,New Mexico,Lincoln,33.5393,-105.5983,1354,160.6
Payson,IL,Illinois,Adams,39.8169,-91.2443,1354,461.3
Leavittsburg,OH,Ohio,Trumbull,41.2469,-80.8769,1353,380.3
Stockdale,TX,Texas,Wilson,29.2361,-97.9636,1353,309.6
Pennsboro,WV,West Virginia,Ritchie,39.2874,-80.9755,1353,210.8
Guayabal,PR,Puerto Rico,Juana Díaz,18.076,-66.5016,1353,1121.6
Cane Savannah,SC,South Carolina,Sumter,33.8923,-80.4396,1353,111.9
Colma,CA,California,San Mateo,37.6767,-122.4528,1353,304.7
Neoga,IL,Illinois,Cumberland,39.3215,-88.4502,1352,438.5
Keshena,WI,Wisconsin,Menominee,44.8697,-88.6002,1352,67.4
Tunnel Hill,GA,Georgia,Whitfield,34.8496,-85.0393,1352,226.7
Redfield,AR,Arkansas,Jefferson,34.4429,-92.1844,1352,165.6
Star,NC,North Carolina,Montgomery,35.3992,-79.7832,1351,396.5
Taft Mosswood,CA,California,San Joaquin,37.9139,-121.2831,1351,879.3
Maury,NC,North Carolina,Greene,35.4792,-77.5902,1351,499.5
Grandview,IL,Illinois,Sangamon,39.8175,-89.618,1351,2403.8
Sunman,IN,Indiana,Ripley,39.2373,-85.0931,1351,413.0
Nixon,PA,Pennsylvania,Butler,40.7844,-79.9341,1351,188.3
Daniels,WV,West Virginia,Raleigh,37.724,-81.1267,1351,150.1
Belle,WV,West Virginia,Kanawha,38.2336,-81.5385,1350,766.5
West Leechburg,PA,Pennsylvania,Westmoreland,40.634,-79.6171,1350,544.2
Ramos,PR,Puerto Rico,Luquillo,18.3389,-65.7111,1350,510.3
Banner Elk,NC,North Carolina,Avery,36.1589,-81.8677,1350,296.2
Lakeshire,MO,Missouri,St. Louis,38.54,-90.3384,1349,2166.3
Dassel,MN,Minnesota,Meeker,45.0831,-94.315,1349,331.1
Great Bend,NY,New York,Jefferson,44.0198,-75.7076,1348,88.6
Dickson,OK,Oklahoma,Carter,34.1877,-96.9968,1348,39.8
New Pekin,IN,Indiana,Washington,38.5029,-86.0152,1348,186.2
Ucon,ID,Idaho,Bonneville,43.5936,-111.9594,1348,690.2
Falkville,AL,Alabama,Morgan,34.3793,-86.9086,1347,141.2
Atlantic Beach,NY,New York,Nassau,40.5893,-73.7295,1347,1178.8
Rome City,IN,Indiana,Noble,41.4893,-85.361,1347,377.6
Oceana,WV,West Virginia,Wyoming,37.6927,-81.6324,1347,352.5
Farmland,IN,Indiana,Randolph,40.1895,-85.1273,1347,906.9
South Uniontown,PA,Pennsylvania,Fayette,39.8939,-79.7465,1347,1044.9
Gholson,TX,Texas,McLennan,31.7123,-97.236,1346,50.9
Holly Hill,SC,South Carolina,Orangeburg,33.3245,-80.413,1346,434.0
Sharon Center,OH,Ohio,Medina,41.0961,-81.7393,1346,108.4
Johnson City,KS,Kansas,Stanton,37.5703,-101.7447,1346,200.1
Woodburn,IN,Indiana,Allen,41.1287,-84.8503,1345,561.0
New Castle Northwest,PA,Pennsylvania,Lawrence,41.0221,-80.3566,1345,548.1
William Paterson University of New Jersey,NJ,New Jersey,Passaic,40.9478,-74.1989,1345,2168.6
Elroy,WI,Wisconsin,Juneau,43.7419,-90.2704,1345,272.4
Wauregan,CT,Connecticut,Windham,41.7498,-71.9138,1345,350.1
Stratford,WI,Wisconsin,Marathon,44.8009,-90.0722,1344,105.8
Buchanan Dam,TX,Texas,Llano,30.7807,-98.4392,1344,70.3
Grayson,CA,California,Stanislaus,37.5646,-121.1801,1344,1206.7
Earlham,IA,Iowa,Madison,41.4943,-94.122,1343,564.9
Cumberland Head,NY,New York,Clinton,44.7177,-73.398,1343,149.6
Doña Ana,NM,New Mexico,Doña Ana,32.394,-106.8177,1343,831.3
Scottville,MI,Michigan,Mason,43.9511,-86.2798,1343,334.3
Los Alamos,CA,California,Santa Barbara,34.7419,-120.2746,1343,544.6
El Rancho,NM,New Mexico,Santa Fe,35.8928,-106.0856,1342,258.6
Hughes Springs,TX,Texas,Cass,32.9987,-94.6311,1342,237.6
Cashion,OK,Oklahoma,Kingfisher,35.8009,-97.6771,1342,380.9
China Spring,TX,Texas,McLennan,31.6492,-97.3048,1342,105.6
Wildwood,TN,Tennessee,Blount,35.7999,-83.8685,1341,189.5
Wakefield,NE,Nebraska,Dixon,42.2665,-96.8632,1341,499.7
Des Arc,AR,Arkansas,Prairie,34.9776,-91.5067,1341,245.0
New Hackensack,NY,New York,Dutchess,41.6194,-73.8593,1341,246.9
Vander,NC,North Carolina,Cumberland,35.0347,-78.7887,1341,143.1
Webberville,MI,Michigan,Ingham,42.6643,-84.1797,1340,262.7
Tower Lakes,IL,Illinois,Lake,42.2315,-88.1537,1340,543.3
Grantsburg,WI,Wisconsin,Burnett,45.7813,-92.6836,1339,164.7
Rogersville,AL,Alabama,Lauderdale,34.8251,-87.2821,1339,186.4
Aurora,SD,South Dakota,Brookings,44.2823,-96.6868,1339,644.6
West Swanzey,NH,New Hampshire,Cheshire,42.8707,-72.3225,1339,176.6
Monroeville,OH,Ohio,Huron,41.244,-82.7018,1339,362.5
Seven Points,TX,Texas,Henderson,32.3291,-96.2142,1339,179.5
Ecru,MS,Mississippi,Pontotoc,34.355,-89.0222,1339,108.2
Newfoundland,NJ,New Jersey,Passaic,41.0594,-74.4308,1338,91.0
Urania,LA,Louisiana,LaSalle,31.8639,-92.2913,1338,414.3
Harbor Isle,NY,New York,Nassau,40.6018,-73.6647,1338,3808.5
Avis,PA,Pennsylvania,Clinton,41.1858,-77.3164,1338,1140.1
Miller,SD,South Dakota,Hand,44.5204,-98.9869,1338,532.7
Fort Clark Springs,TX,Texas,Kinney,29.2937,-100.4244,1338,193.2
Flordell Hills,MO,Missouri,St. Louis,38.7174,-90.2648,1338,2124.6
Big Bass Lake,PA,Pennsylvania,Lackawanna,41.2525,-75.4795,1338,128.6
Carbondale,KS,Kansas,Osage,38.8192,-95.6932,1338,758.4
Montezuma,IA,Iowa,Poweshiek,41.5834,-92.5276,1337,232.9
Waldo,AR,Arkansas,Columbia,33.3524,-93.2956,1337,241.1
Penhook,VA,Virginia,Franklin,36.9908,-79.6318,1337,46.5
Thomas,OK,Oklahoma,Custer,35.7452,-98.7451,1337,417.9
Sparkill,NY,New York,Rockland,41.0289,-73.9333,1337,1019.8
Nellysford,VA,Virginia,Nelson,37.9132,-78.8829,1337,55.0
Yamhill,OR,Oregon,Yamhill,45.3409,-123.1846,1337,1058.4
Menard,TX,Texas,Menard,30.9185,-99.7837,1336,274.7
Forreston,IL,Illinois,Ogle,42.1273,-89.5784,1336,569.7
Rainbow Lakes,NJ,New Jersey,Morris,40.875,-74.4535,1336,449.3
Leland Grove,IL,Illinois,Sangamon,39.7787,-89.6838,1336,761.1
Alpine,NJ,New Jersey,Bergen,40.9616,-73.9198,1336,88.0
Foscoe,NC,North Carolina,Watauga,36.1535,-81.7737,1336,87.4
Pahoa,HI,Hawaii,Hawaii,19.496,-154.9453,1336,218.8
Pelzer,SC,South Carolina,Anderson,34.6433,-82.4588,1335,698.4
Ravenna,MI,Michigan,Muskegon,43.1888,-85.9415,1335,455.5
Gwinn,MI,Michigan,Marquette,46.2858,-87.4425,1335,239.0
Tioga,ND,North Dakota,Williams,48.3947,-102.9431,1335,112.8
Tryon,NC,North Carolina,Polk,35.2086,-82.2379,1334,276.6
Lawrenceville,VA,Virginia,Brunswick,36.7565,-77.8539,1334,513.8
Green Springs,OH,Ohio,Sandusky,41.2569,-83.053,1334,474.6
Fraser,CO,Colorado,Grand,39.9303,-105.8029,1334,145.6
Fairfax,MN,Minnesota,Renville,44.5283,-94.7231,1334,334.6
Burt,MI,Michigan,Saginaw,43.2358,-83.9027,1334,87.3
Grand Ronde,OR,Oregon,Polk,45.0739,-123.6211,1334,29.7
Redkey,IN,Indiana,Jay,40.3483,-85.1539,1333,661.5
Soap Lake,WA,Washington,Grant,47.3914,-119.4893,1333,394.9
Hillsboro,WI,Wisconsin,Vernon,43.656,-90.3365,1333,373.0
Meeker,OK,Oklahoma,Lincoln,35.4855,-96.8951,1332,151.7
Tangent,OR,Oregon,Linn,44.5477,-123.1109,1332,142.0
Palmdale,PA,Pennsylvania,Dauphin,40.2962,-76.6234,1332,353.5
Julian,CA,California,San Diego,33.0735,-116.5889,1332,64.5
North Ballston Spa,NY,New York,Saratoga,43.0194,-73.8516,1332,562.2
St. Francis,KS,Kansas,Cheyenne,39.7714,-101.8015,1331,618.0
McGraw,NY,New York,Cortland,42.5938,-76.0975,1331,444.8
Pioneer,OH,Ohio,Williams,41.6773,-84.5524,1331,318.5
Perryville,AR,Arkansas,Perry,35.012,-92.803,1331,131.1
Sebastian,TX,Texas,Willacy,26.3454,-97.7964,1331,349.2
East Marion,NY,New York,Suffolk,41.1288,-72.3419,1331,197.3
Buffalo,SC,South Carolina,Union,34.7244,-81.6844,1330,97.9
Fayetteville,AL,Alabama,Talladega,33.1643,-86.4412,1329,24.5
Albion,PA,Pennsylvania,Erie,41.8904,-80.3641,1329,480.5
Marlinton,WV,West Virginia,Pocahontas,38.2245,-80.0905,1329,230.7
Red Boiling Springs,TN,Tennessee,Macon,36.5301,-85.8481,1329,393.9
Griggsville,IL,Illinois,Pike,39.7078,-90.7276,1328,507.8
Lake Catherine,IL,Illinois,Lake,42.487,-88.1272,1328,547.6
Patton Village,TX,Texas,Montgomery,30.1954,-95.1643,1328,248.1
Lamar,TX,Texas,Aransas,28.1439,-96.9888,1328,135.3
Pleasureville,KY,Kentucky,Henry,38.351,-85.1121,1328,1124.3
Panama,OK,Oklahoma,Le Flore,35.1711,-94.669,1327,239.4
Labadieville,LA,Louisiana,Assumption,29.8246,-90.9525,1327,129.2
Pomona Park,FL,Florida,Putnam,29.5015,-81.5936,1327,149.6
Fyffe,AL,Alabama,DeKalb,34.449,-85.9052,1327,112.3
McAlmont,AR,Arkansas,Pulaski,34.7925,-92.196,1327,415.5
Norris City,IL,Illinois,White,37.979,-88.3279,1327,436.5
Borden,IN,Indiana,Clark,38.4699,-85.9491,1326,401.7
Six Shooter Canyon,AZ,Arizona,Gila,33.3569,-110.7719,1326,157.6
East Hazel Crest,IL,Illinois,Cook,41.5758,-87.6503,1326,742.9
West Canton,NC,North Carolina,Haywood,35.5384,-82.8672,1326,402.4
Sheridan,CA,California,Placer,38.9695,-121.3552,1326,16.9
Ruckersville,VA,Virginia,Greene,38.2314,-78.3756,1325,173.1
Muhlenberg Park,PA,Pennsylvania,Berks,40.3868,-75.9398,1324,882.5
Jonesboro,IN,Indiana,Grant,40.4797,-85.6304,1324,563.0
Bay Park,NY,New York,Nassau,40.6302,-73.667,1324,1044.5
Kibler,AR,Arkansas,Crawford,35.4268,-94.2358,1324,90.9
Saint John Fisher College,NY,New York,Monroe,43.1143,-77.5108,1324,2280.3
Lomas Verdes Comunidad,PR,Puerto Rico,Moca,18.3823,-67.1201,1324,1035.8
Camp Hill,AL,Alabama,Tallapoosa,32.8002,-85.6536,1324,54.3
Duenweg,MO,Missouri,Jasper,37.0841,-94.4119,1323,159.0
Wisner,NE,Nebraska,Cuming,41.9891,-96.9147,1323,421.1
Caledonia,MS,Mississippi,Lowndes,33.6836,-88.326,1323,206.8
Timberlane,IL,Illinois,Boone,42.3372,-88.8696,1323,256.0
Whitley City,KY,Kentucky,McCreary,36.7238,-84.4731,1323,273.3
Morgan Hill,PA,Pennsylvania,Northampton,40.6665,-75.2041,1323,583.5
Hiram,OH,Ohio,Portage,41.3115,-81.1429,1322,469.3
Eaton Estates,OH,Ohio,Lorain,41.3061,-82.0114,1322,536.9
Carey,ID,Idaho,Blaine,43.3097,-113.9444,1322,141.6
Denton,NC,North Carolina,Davidson,35.6378,-80.1106,1322,248.8
Riner,VA,Virginia,Montgomery,37.0676,-80.4405,1322,316.7
Appleton,MN,Minnesota,Swift,45.1998,-96.0225,1322,276.4
Ontonagon,MI,Michigan,Ontonagon,46.8665,-89.3122,1322,154.1
Chatsworth,IL,Illinois,Livingston,40.7293,-88.2974,1321,186.5
Newark,AR,Arkansas,Independence,35.7076,-91.4434,1321,302.8
Bloomington,TX,Texas,Victoria,28.6504,-96.9022,1321,220.0
Dellwood,MN,Minnesota,Washington,45.0985,-92.9672,1320,187.7
Springdale,NC,North Carolina,Gaston,35.2902,-81.1449,1320,673.4
Bushyhead,OK,Oklahoma,Rogers,36.4596,-95.5164,1320,32.6
Markle,IN,Indiana,Huntington,40.8285,-85.3406,1320,416.5
Barneveld,WI,Wisconsin,Iowa,43.0117,-89.8969,1319,261.7
Newburg,WI,Wisconsin,Washington,43.4321,-88.0477,1319,537.4
Sargent,TX,Texas,Matagorda,28.7966,-95.6465,1319,62.4
Ignacio,CO,Colorado,La Plata,37.118,-107.6376,1319,1064.6
Tome,NM,New Mexico,Valencia,34.739,-106.7251,1319,110.8
Brookfield Center,OH,Ohio,Trumbull,41.2384,-80.5548,1319,181.8
West Milton,PA,Pennsylvania,Union,41.0186,-76.8765,1319,535.9
Redland,TX,Texas,Angelina,31.4033,-94.7182,1319,97.9
Springfield,CO,Colorado,Baca,37.405,-102.6189,1318,473.4
Basye,VA,Virginia,Shenandoah,38.8182,-78.7659,1318,60.7
Saylorsburg,PA,Pennsylvania,Monroe,40.8998,-75.3179,1318,462.8
Greenfield,MO,Missouri,Dade,37.4162,-93.8432,1318,476.0
Mendon,UT,Utah,Cache,41.7102,-111.9776,1317,362.0
Okawville,IL,Illinois,Washington,38.4344,-89.548,1317,280.1
Monette,AR,Arkansas,Craighead,35.8931,-90.3443,1317,103.3
Covelo,CA,California,Mendocino,39.8025,-123.2499,1317,73.6
Theresa,WI,Wisconsin,Dodge,43.5164,-88.4541,1317,575.2
Parshall,ND,North Dakota,Mountrail,47.9595,-102.1338,1317,148.5
El Tumbao,PR,Puerto Rico,Guánica,18.0015,-66.8995,1317,516.4
Hurleyville,NY,New York,Sullivan,41.7418,-74.6753,1317,476.8
Deadwood,SD,South Dakota,Lawrence,44.3871,-103.7207,1317,124.1
Lyndonville,VT,Vermont,Caledonia,44.5351,-72.0017,1317,767.2
Ceresco,NE,Nebraska,Saunders,41.058,-96.6459,1317,1226.5
Gregory,SD,South Dakota,Gregory,43.23,-99.4208,1317,323.9
Seadrift,TX,Texas,Calhoun,28.4142,-96.7162,1317,479.7
Broadway,NC,North Carolina,Lee,35.4579,-79.0547,1316,435.6
Saxonburg,PA,Pennsylvania,Butler,40.7509,-79.815,1316,613.8
Rock Port,MO,Missouri,Atchison,40.4109,-95.5332,1316,186.0
Bradford,RI,Rhode Island,Washington,41.3944,-71.7541,1315,268.8
Tok,AK,Alaska,Southeast Fairbanks,63.329,-143.0379,1315,3.5
Maricopa,CA,California,Kern,35.0516,-119.4058,1315,532.0
Bannockburn,IL,Illinois,Lake,42.1932,-87.8695,1315,227.3
Peach Springs,AZ,Arizona,Mohave,35.5315,-113.4319,1315,66.5
Fulda,MN,Minnesota,Murray,43.8691,-95.6023,1314,501.4
Phoenix,IL,Illinois,Cook,41.6118,-87.6308,1314,1167.6
Duboistown,PA,Pennsylvania,Lycoming,41.2228,-77.038,1314,947.9
Martinsville,IL,Illinois,Clark,39.3381,-87.8814,1314,240.6
Big Sandy,TX,Texas,Upshur,32.586,-95.1127,1314,334.2
Colchester,IL,Illinois,McDonough,40.4256,-90.7922,1314,452.1
Jonesville,VA,Virginia,Lee,36.687,-83.1153,1313,471.0
Little Round Lake,WI,Wisconsin,Sawyer,45.9699,-91.3662,1313,52.8
Warren,IL,Illinois,Jo Daviess,42.4948,-89.9913,1313,451.7
